Comment ID,Channel ID,Comment Create Timestamp,Price,Currency code,Super Thanks Identifier,Parent Comment ID,Post ID,Video ID,Comment Text,Price Tier ID,Top-Level Comment ID
Ugyk85K_wWBRtRNHgjJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-23T17:04:18.486459+00:00,0,,,,,kcXxZcmz6NM,"{""text"":""reminiscing through old likes rn, and this vid is goated""}",,
UgwB0z3eRbgG-_1iMQd4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-19T21:35:48.153094+00:00,0,,,,,W_OYSTHgjqY,"{""text"":""Respect, keep it up! I find it cool how you resell but also pay homage to Nigo Bape Era. 💪""}",,
Ugw-bz6FZqvYF3MNllN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-19T16:58:36.694586+00:00,0,,,,,qVo06V8HDGU,"{""text"":""The sample on this song is Xxxtentacion - Changes""}",,
UgzGaCeEkLUT0PsBgy94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-19T16:54:08.106403+00:00,0,,,,,MeJz6npbGwI,"{""text"":""Y’all need to do more B-Lovee, Kay Flock, Dougie B, Sha Ek, Dthang Gzz. The shorty throwing up the gun sign is named Bouba Savage. Bronx goin up rn""}",,
UgwacNKSgk_NlMl_UG54AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-12T16:48:35.65667+00:00,0,,,,,JS6-ScQMJhA,"{""text"":""Young Threat in da vid shoutout Cali""}",,
UgydcZ63SfEmTDrVoP54AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-12T15:42:23.189336+00:00,0,,,,,lkT6J7bf5iI,"{""text"":""Ayeee didn’t win but thanks for entering me! ☮️""}",,
Ugx_qkq1z4bNjxgL4AV4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-11T16:08:44.714845+00:00,0,,,,,wg803SkJJko,"{""text"":""This a lowkey legendary video mang""}",,
Ugwrdt3P9OV13x-hMKl4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-09-06T12:36:14.603051+00:00,0,,,,,dwHtvjCiUHQ,"{""text"":""1000, congrats on the hustle!!!""}",,
Ugy0NdrOoCFLLiyd0BV4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-08-27T13:37:42.799209+00:00,0,,,,,22fzOgr9HCE,"{""text"":""And I never thought this lifestyle would change us, keeping my family straight I never cared bout being famous. 💯""}",,
UgwPBlBRikrMMCb43oZ4AaABAg.99TmbE5Tvd_9RRu0TJ_jH1,UCbClSOItOom1IT8ZLKnZYEA,2021-08-24T23:03:13.844953+00:00,0,,,UgwPBlBRikrMMCb43oZ4AaABAg,,biwvUE7jIqM,"{""text"":""FREE SHIESTY""}",,UgwPBlBRikrMMCb43oZ4AaABAg
UgxxSVm9bMlCIYv2oVN4AaABAg.9RPh5taw8_99RPrFxh1Scu,UCbClSOItOom1IT8ZLKnZYEA,2021-08-24T04:00:39.039657+00:00,0,,,UgxxSVm9bMlCIYv2oVN4AaABAg.9RPh5taw8_99RPkH6Zgfr-,, -tdXMVR22UQ,"{""text"":""@Brandon Horsford"",""mention"":{""externalChannelId"":""UCgm2zAKbSWqFrbxoagCYufg""}},{""text"":"" yessir, even personally my rosin press got a 22% return from FLOWER and I’m a noob. Some strains don’t even yield 15%""}",,UgxxSVm9bMlCIYv2oVN4AaABAg
UgxxSVm9bMlCIYv2oVN4AaABAg.9RPh5taw8_99RPjbN-E5pR,UCbClSOItOom1IT8ZLKnZYEA,2021-08-24T02:53:48.338019+00:00,0,,,UgxxSVm9bMlCIYv2oVN4AaABAg,, -tdXMVR22UQ,"{""text"":""GMO has the highest I’m sure, most profitable strain. All companies have gmo rosin or some sort of garlic cross""}",,UgxxSVm9bMlCIYv2oVN4AaABAg
UgxBeaEs0TShF_jY8yh4AaABAg.9KA3idPtoVd9RKbutYZPCD,UCbClSOItOom1IT8ZLKnZYEA,2021-08-22T03:10:21.738392+00:00,0,,,UgxBeaEs0TShF_jY8yh4AaABAg,,UqQvtVv-pxg,"{""text"":""Isn’t that live rosin? Not resin""}",,UgxBeaEs0TShF_jY8yh4AaABAg
Ugwjf_vQT0zKbyqS9Dp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-08-11T04:48:47.482332+00:00,0,,,,,3MLjfnouo88,"{""text"":""The Best Rapper On Guitar Beats""}",,
UgxtPEN1WjLWbNt079d4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-07-15T14:01:56.924636+00:00,0,,,,,qf-40tCmCTw,"{""text"":""Love your content, I think for you to reach a larger audience you should try different products. I noticed you do a lot of carts and live resin.""},{""text"":""\n""},{""text"":""\n""},{""text"":""Maybe do some buds and hash rosin? Compare resin and rosin. Is the high the same? Is it true that dabs fuck up your tolerance? Is that a myth? (I personally think so)""}",,
UgyI-8aFWtmF2o42ikR4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-06-27T19:43:48.17719+00:00,0,,,,,g8NEyfUuEKk,"{""text"":""Respeck""}",,
Ugxt6PcyEkP9qd3y2hB4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-06-15T17:32:43.338912+00:00,0,,,,,Op163KsloyQ,"{""text"":""Instrumental sounds like Lil Durk - Backdoor""}",,
UgzdLYsS6LqQZr2iLfJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-05-29T20:01:35.257584+00:00,0,,,,,RpaeLuqArs0,"{""text"":""Mando viewers will never see this""}",,
UgzqwKdtFZzI8fntvnF4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-05-17T18:00:40.465909+00:00,0,,,,,D5pDrI0RyVM,"{""text"":""Hard""}",,
UgzBmESDtE4TxgtV-Ih4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-05-06T19:20:28.439249+00:00,0,,,,,eFEjDCMNqYs,"{""text"":""Joyner killed it, and Lil Baby 76183/76182 on features""}",,
UgxOEeWRYeyK-5utMP94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-04-09T03:54:43.367618+00:00,0,,,,,z2bhSltDlFg,"{""text"":""This instrumental was a TYPE BEAT I found a year ago. Can't seem to find it, anyone know the name of the producer?""}",,
Ugxt9hBwl-owLSpt4Wp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-03-16T19:27:39.312227+00:00,0,,,,,l3zjweSS4Hc,"{""text"":""Honestly, dis shit so hard. You getting support from Cali pat. keep it pushin""}",,
Ugy4KLA7fzlapDMQW7x4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-03-15T19:21:53.906317+00:00,0,,,,,Aq9TEACHTDw,"{""text"":""I know I ain't got time on my scheudle, but if I feel like she ain't mine Ima let her go. fax""}",,
Ugz69HCJCuLziovxQMJ4AaABAg.8rzczdiTVGP9KjD8540oB2,UCbClSOItOom1IT8ZLKnZYEA,2021-03-11T02:05:36.232557+00:00,0,,,Ugz69HCJCuLziovxQMJ4AaABAg.8rzczdiTVGP9Kee7qkm0LV,,deHbSMZoW3Q,"{""text"":""@OOGS FYC141"",""mention"":{""externalChannelId"":""UCEBHtr5EOVa7zQy7hcn6JRw""}},{""text"":"" Rosin is just expensive to make. You have to either press hash, kief, which will give you a high return rate of at least 50%, but costs a ton. Same thing with flower. Cured buds can give anywhere from 10-20%. Live buds can yield up to 28%. The thing is flower, hash, and kief are all pricey. Not all flowers yield the same amount and the average return is anywhere from 1-1.4g for a quarter oz of flower. ""},{""text"":""\n""},{""text"":""\n""},{""text"":""The thing about BHO or solvent extractions is that you can pull thc even from TRIM. A cheaper material than kief, hash, and flower, and still achieve a higher yield consistently.""},{""text"":""\n""},{""text"":""\n""},{""text"":""tldr: You can press trim on rosin, but it won’t turn out very good.""}",,Ugz69HCJCuLziovxQMJ4AaABAg
Ugz1aJNZGS2fUFPm35p4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-03-07T16:37:33.3627+00:00,0,,,,,g6igTJXcqvo,"{""text"":""6ix9ine has a song named after this guy.""}",,
UgwAQiuRThFeBzujGdp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-03-03T01:50:07.881456+00:00,0,,,,,NRxZDnUss-Q,"{""text"":""Best dt song""}",,
UgzQ313m2yIk98vqlXF4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-03-03T01:49:53.470127+00:00,0,,,,,NRxZDnUss-Q,"{""text"":""Best dt song""}",,
Ugzq4HMOlThgaOrfSZN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-02-26T02:03:31.071553+00:00,0,,,,,iDqgMRD-bwo,"{""text"":""Heard the opps rappin, hope them niggas blow up. When they do a show I be the first one to show up""}",,
Ugxg3A0vdlLXwhY9dGV4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-02-03T18:00:57.381059+00:00,0,,,,,T4OZY7AzOTg,"{""text"":""Devil callin, I don't hit ignore, I'm like, \""Watchu doin?\""""},{""text"":""\n""},{""text"":""Tryna score, just make sure you sure, that you wanna do it""},{""text"":""\n""},{""text"":""Only one of us gone make out it alive and tell the story""}",,
Ugx_hOSTzMw-Zdsrzd14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-02-03T17:58:20.99796+00:00,0,,,,,T4OZY7AzOTg,"{""text"":""Showed em how to make 100 G's being a middleman.""}",,
Ugwte5rmNwPkUmT_10t4AaABAg.9JBUZ4YsYhS9JDb1i49eqp,UCbClSOItOom1IT8ZLKnZYEA,2021-02-01T13:36:51.315654+00:00,0,,,Ugwte5rmNwPkUmT_10t4AaABAg.9JBUZ4YsYhS9JBlHTVXkSX,,sxcN-VUNLuk,"{""text"":""@Oreo-San"",""mention"":{""externalChannelId"":""UC4K-JsUjcauWeoeOjBB5X9g""}},{""text"":"" I can absolutely relate to you bro. I was doing anywhere between 30-150mg a day. I wasn’t getting sleep for days on end and the crash would make you sleep for 24 hours pretty much. It gets to a point where you need one to feel functional. After 9 months of constant use, it took me about a year of being off of it to feel great again""}",,Ugwte5rmNwPkUmT_10t4AaABAg
Ugz60cnM6hJ40cg8tfF4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-01-17T16:14:09.32438+00:00,0,,,,,TQOCcAuSypo,"{""text"":""6969 as the passcode POG""}",,
UgwH_tPnE0e3x_eHJRt4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-01-06T15:02:05.570795+00:00,0,,,,,dtwpwFO1VeQ,"{""text"":""Swag""}",,
UgwvNU8IHIX7RKGHTBZ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2021-01-02T17:45:16.458117+00:00,0,,,,,rFOgF4O6Exc,"{""text"":""In cali flockin means robbing / stealing""}",,
UgzzLaNjJ_Ea65FGzZ14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-12-01T05:04:45.713648+00:00,0,,,,,PbrLG5ZEV8s,"{""text"":""Peep Pop Smoke’s jacket""}",,
UgyY82EoTsEPrlwKGyJ4AaABAg.9FgLPPUIxOc9FjoxVTkzCa,UCbClSOItOom1IT8ZLKnZYEA,2020-11-07T01:07:50.320548+00:00,0,,,UgyY82EoTsEPrlwKGyJ4AaABAg,,IRZGR8Fobyo,"{""text"":""He sampled it from shilohdynasty. the drunk and confused part was the name of someone’s title using the same sample""}",,UgyY82EoTsEPrlwKGyJ4AaABAg
Ugz-gBQxsFWrBmeoP8J4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-11-06T18:13:07.966171+00:00,0,,,,,xCY1q07rOYw,"{""text"":""RIP KING VON!!""}",,
Ugx6LlljWEfjxw18rlx4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-10-12T20:38:38.6303+00:00,0,,,,,CYLvtkuQ5rA,"{""text"":""Tongue 👅""}",,
Ugx34sDuMKjToXMYUX14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-10-09T18:57:45.542364+00:00,0,,,,,JHixsTYXfso,"{""text"":""Von killed that NY beat""}",,
UgyKfl5QpjCDBX558Np4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-09-23T21:27:36.701097+00:00,0,,,,,FH3yZRZL2B0,"{""text"":""Lit 🔥""}",,
UgzQ2_jQj6mmwFHB72d4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-09-19T05:04:19.25989+00:00,0,,,,,pPmMa0EdClg,"{""text"":""Shoulda named me JOHN cause I ain’t CENA woman yet. 🗣""}",,
UgwjIQydkjeps0dTyu14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-09-10T19:34:31.141899+00:00,0,,,,,-4VAZnpOcLU,"{""text"":""what a fucking monster""}",,
UgzaO_lQokWZdnaaXBF4AaABAg.97Us_plHDpn9A2iZTcmTvX,UCbClSOItOom1IT8ZLKnZYEA,2020-06-18T15:28:26.259161+00:00,0,,,UgzaO_lQokWZdnaaXBF4AaABAg.97Us_plHDpn9A1IaYGDzXS,,7y9BbD4pgBw,"{""text"":""Teeko Train never tried the combination. But I would try 3:1 ratio w rice flour and corn starch.""}",,UgzaO_lQokWZdnaaXBF4AaABAg
UgymPy2eid5XufWFQx14AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-06-12T04:44:14.770483+00:00,0,,,,,szJJEFxyrX8,"{""text"":""The fucking goat""}",,
UgwJ3v7Q5vK6gdyTOkN4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-06-11T13:34:16.100676+00:00,0,,,,,1nrZk1XfuME,"{""text"":""At ""},{""text"":""1:01"",""videoLink"":{""externalVideoId"":""1nrZk1XfuME"",""startTimeSeconds"":61}},{""text"":"" he says “Let’s do this” like Jax from league of legends""}",,
UgxeD21i3pEpbsHklSd4AaABAg.99bSEJk1xx499emxi_U9qU,UCbClSOItOom1IT8ZLKnZYEA,2020-06-08T23:05:49.517248+00:00,0,,,UgxeD21i3pEpbsHklSd4AaABAg,,l2Y7k3h3zGQ,"{""text"":""Alexander Nguyen notes""}",,UgxeD21i3pEpbsHklSd4AaABAg
UgxvKtPDeu6MWh9y6tJ4AaABAg.99bSaBTn2Kg99emwaHIjv7,UCbClSOItOom1IT8ZLKnZYEA,2020-06-08T23:05:40.239191+00:00,0,,,UgxvKtPDeu6MWh9y6tJ4AaABAg,,SLkv5VEWwcI,"{""text"":""Alexander Nguyen 😅😅😅""}",,UgxvKtPDeu6MWh9y6tJ4AaABAg
UgxLZ918YO7ocVUmYAR4AaABAg.94M_FDZJMdD99YAg9nLWIj,UCbClSOItOom1IT8ZLKnZYEA,2020-06-06T00:07:57.379971+00:00,0,,,UgxLZ918YO7ocVUmYAR4AaABAg,,gr1kbqNXTFY,"{""text"":""It’s actually a concept where you feel like you’re a caregiver. It’s called extensive caregiver personality, because you get more joy to see others happy and I just made all of that up.""}",,UgxLZ918YO7ocVUmYAR4AaABAg
UgwiOlkzmMkmQVcgib94AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-05-29T14:25:10.705005+00:00,0,,,,,o-L7dA8eeQQ,"{""text"":""Intro sounded like gunna “oh okay”""}",,
UgwFFp7_Kzz91TRdSUp4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-05-28T22:43:21.551314+00:00,0,,,,,J0b_RyYo-aQ,"{""text"":""On this day, a fuckboi was born. May the gods be with him""}",,
Ugxf_Omo0jMISMPdICJ4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-05-28T06:31:54.164299+00:00,0,,,,,Et6MuBuwgxg,"{""text"":""White cherries or red cherries??""}",,
UgwVTNTf00Wf58NAQCl4AaABAg.997wOBiVedU997xv0oxqp1,UCbClSOItOom1IT8ZLKnZYEA,2020-05-26T19:47:23.873557+00:00,0,,,UgwVTNTf00Wf58NAQCl4AaABAg,,TdJ7cFo1Euk,"{""text"":""Noted""}",,UgwVTNTf00Wf58NAQCl4AaABAg
UgzzFJB_pBSG_BnBddF4AaABAg.98yo-59rkof98z-HoFEcIg,UCbClSOItOom1IT8ZLKnZYEA,2020-05-22T22:55:43.006886+00:00,0,,,UgzzFJB_pBSG_BnBddF4AaABAg,,SLkv5VEWwcI,"{""text"":""No way""}",,UgzzFJB_pBSG_BnBddF4AaABAg
UgzSgz8z-ixLuavwqCV4AaABAg.98rpZY5CsFD98tm8KO1u7e,UCbClSOItOom1IT8ZLKnZYEA,2020-05-20T22:15:53.050961+00:00,0,,,UgzSgz8z-ixLuavwqCV4AaABAg,,MGuvjGlLmWs,"{""text"":""Bobito""}",,UgzSgz8z-ixLuavwqCV4AaABAg
Ugx0CQlAdhQsTHMDT994AaABAg.98tHgslonsh98tm7JNwUt9,UCbClSOItOom1IT8ZLKnZYEA,2020-05-20T22:15:44.604923+00:00,0,,,Ugx0CQlAdhQsTHMDT994AaABAg,,MGuvjGlLmWs,"{""text"":""come thru!!""}",,Ugx0CQlAdhQsTHMDT994AaABAg
UgwH3mfeQHzq7TmGzkd4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-05-20T03:52:55.14032+00:00,0,,,,,MGuvjGlLmWs,"{""text"":""Comment if you think boba is not a piece of poop!""}",,
Ugx7OAoSqURLLJG1r994AaABAg.98c5AC1RpuI98c8knI90HC,UCbClSOItOom1IT8ZLKnZYEA,2020-05-14T01:55:55.285554+00:00,0,,,Ugx7OAoSqURLLJG1r994AaABAg,,NNUECJU5sZw,"{""text"":""THANKS Katie!""}",,Ugx7OAoSqURLLJG1r994AaABAg
UgyvP8GRv7DN4E6LB4l4AaABAg,UCbClSOItOom1IT8ZLKnZYEA,2020-05-13T18:28:14.017406+00:00,0,,,,,vm-8jBN4V0M,"{""text"":""Ip man rolling over in his grave""}",,
UgwGJIjVN_P5sgfZRQV4AaABAg.98_p5GOpUed98aurP5-yE9,UCbClSOItOom1IT8ZLKnZYEA,2020-05-13T14:26:30.65736+00:00,0,,,UgwGJIjVN_P5sgfZRQV4AaABAg,,NNUECJU5sZw,"{""text"":""!!!!!!!!!!!!!!!!!!!!!""}",,UgwGJIjVN_P5sgfZRQV4AaABAg
UgyZm1yq-A1ZirofYTN4AaABAg.98ae9KGjZ_798auqy8Yrrz,UCbClSOItOom1IT8ZLKnZYEA,2020-05-13T14:26:27.079512+00:00,0,,,UgyZm1yq-A1ZirofYTN4AaABAg,,NNUECJU5sZw,"{""text"":""Thanks bro!""}",,UgyZm1yq-A1ZirofYTN4AaABAg
Ugz9l5e8AHDH3KNhaxl4AaABAg.98Qadgj_ITD98R_SoqPy2E,UCbClSOItOom1IT8ZLKnZYEA,2020-05-09T14:07:06.726961+00:00,0,,,Ugz9l5e8AHDH3KNhaxl4AaABAg,,pHmhWcowvoo,"{""text"":""Sunny Frisky hell = love life""}",,Ugz9l5e8AHDH3KNhaxl4AaABAg





